OEM,PSM,RGB,GRAY,BLUR,THRES,RESC,INV,DIRECTORY,FILE,BLOCKS,CONF,RUNTIME
1,1,True,True,True,True,False,False,test_images,DSC_0056.JPG,11,55.3,3.0
1,1,True,True,True,True,False,False,test_images,DSC_0061.JPG,12,56.5,5.0
1,1,True,True,True,True,False,False,test_images,DSC_0068.JPG,6,65.5,3.0
1,1,True,True,True,True,False,False,test_images,IMG_2438.jpg,15,65.2,2.0
1,1,False,False,False,False,True,False,test_images,DSC_0017.JPG,10,61.8,58.0
1,1,False,False,False,False,True,False,test_images,DSC_0018.JPG,7,64.4,53.0
1,1,False,False,False,False,True,False,test_images,DSC_0026.JPG,24,60.1,47.0
1,1,False,False,False,False,True,False,test_images,DSC_0040.JPG,35,45.9,42.0
1,1,False,False,False,False,True,False,test_images,DSC_0041.JPG,10,41.0,44.0
1,1,False,False,False,False,True,False,test_images,DSC_0049.JPG,0,nan,54.0
1,1,False,False,False,False,True,False,test_images,DSC_0056.JPG,16,42.3,46.0
1,1,False,False,False,False,True,False,test_images,DSC_0061.JPG,26,47.8,61.0
1,1,False,False,False,False,True,False,test_images,DSC_0068.JPG,7,49.3,60.0
1,1,False,False,False,False,True,False,test_images,IMG_2438.jpg,31,53.1,33.0
1,1,True,False,False,False,True,False,test_images,DSC_0017.JPG,10,64.4,61.0
1,1,True,False,False,False,True,False,test_images,DSC_0018.JPG,7,65.1,52.0
1,1,True,False,False,False,True,False,test_images,DSC_0026.JPG,24,62.2,48.0
1,1,True,False,False,False,True,False,test_images,DSC_0040.JPG,35,45.1,42.0
1,1,True,False,False,False,True,False,test_images,DSC_0041.JPG,10,40.3,44.0
1,1,True,False,False,False,True,False,test_images,DSC_0049.JPG,0,nan,54.0
1,1,True,False,False,False,True,False,test_images,DSC_0056.JPG,16,42.6,46.0
1,1,True,False,False,False,True,False,test_images,DSC_0061.JPG,26,45.4,61.0
1,1,True,False,False,False,True,False,test_images,DSC_0068.JPG,7,46.6,60.0
1,1,True,False,False,False,True,False,test_images,IMG_2438.jpg,31,52.2,33.0
1,1,False,True,False,False,True,False,test_images,DSC_0017.JPG,11,62.2,32.0
1,1,False,True,False,False,True,False,test_images,DSC_0018.JPG,25,66.1,30.0
1,1,False,True,False,False,True,False,test_images,DSC_0026.JPG,45,62.2,32.0
1,1,False,True,False,False,True,False,test_images,DSC_0040.JPG,12,72.4,22.0
1,1,False,True,False,False,True,False,test_images,DSC_0041.JPG,26,54.2,77.0
1,1,False,True,False,False,True,False,test_images,DSC_0049.JPG,0,nan,27.0
1,1,False,True,False,False,True,False,test_images,DSC_0056.JPG,13,41.5,28.0
1,1,False,True,False,False,True,False,test_images,DSC_0061.JPG,27,43.2,30.0
1,1,False,True,False,False,True,False,test_images,DSC_0068.JPG,3,49.7,30.0
1,1,False,True,False,False,True,False,test_images,IMG_2438.jpg,10,61.8,15.0
1,1,True,True,False,False,True,False,test_images,DSC_0017.JPG,13,63.2,34.0
1,1,True,True,False,False,True,False,test_images,DSC_0018.JPG,12,60.9,30.0
1,1,True,True,False,False,True,False,test_images,DSC_0026.JPG,13,59.5,36.0
1,1,True,True,False,False,True,False,test_images,DSC_0040.JPG,12,68.4,23.0
1,1,True,True,False,False,True,False,test_images,DSC_0041.JPG,19,45.9,28.0
1,1,True,True,False,False,True,False,test_images,DSC_0049.JPG,0,nan,34.0
1,1,True,True,False,False,True,False,test_images,DSC_0056.JPG,14,43.7,28.0
1,1,True,True,False,False,True,False,test_images,DSC_0061.JPG,12,59.1,29.0
1,1,True,True,False,False,True,False,test_images,DSC_0068.JPG,13,43.4,31.0
1,1,True,True,False,False,True,False,test_images,IMG_2438.jpg,19,67.4,17.0
1,1,False,False,True,False,True,False,test_images,DSC_0017.JPG,9,74.5,41.0
1,1,False,False,True,False,True,False,test_images,DSC_0018.JPG,23,56.1,38.0
1,1,False,False,True,False,True,False,test_images,DSC_0026.JPG,10,49.9,28.0
1,1,False,False,True,False,True,False,test_images,DSC_0040.JPG,20,51.7,32.0
1,1,False,False,True,False,True,False,test_images,DSC_0041.JPG,10,43.8,39.0
1,1,False,False,True,False,True,False,test_images,DSC_0049.JPG,0,nan,37.0
1,1,False,False,True,False,True,False,test_images,DSC_0056.JPG,13,44.9,42.0
1,1,False,False,True,False,True,False,test_images,DSC_0061.JPG,10,54.5,57.0
1,1,False,False,True,False,True,False,test_images,DSC_0068.JPG,5,78.7,38.0
1,1,False,False,True,False,True,False,test_images,IMG_2438.jpg,6,75.7,29.0
1,1,True,False,True,False,True,False,test_images,DSC_0017.JPG,9,77.4,42.0
1,1,True,False,True,False,True,False,test_images,DSC_0018.JPG,23,52.6,38.0
1,1,True,False,True,False,True,False,test_images,DSC_0026.JPG,10,46.7,28.0
1,1,True,False,True,False,True,False,test_images,DSC_0040.JPG,20,52.6,32.0
1,1,True,False,True,False,True,False,test_images,DSC_0041.JPG,10,44.7,39.0
1,1,True,False,True,False,True,False,test_images,DSC_0049.JPG,0,nan,38.0
1,1,True,False,True,False,True,False,test_images,DSC_0056.JPG,13,44.2,42.0
1,1,True,False,True,False,True,False,test_images,DSC_0061.JPG,10,51.7,56.0
1,1,True,False,True,False,True,False,test_images,DSC_0068.JPG,5,82.3,38.0
1,1,True,False,True,False,True,False,test_images,IMG_2438.jpg,6,75.6,29.0
1,1,False,True,True,False,True,False,test_images,DSC_0017.JPG,7,74.3,16.0
1,1,False,True,True,False,True,False,test_images,DSC_0018.JPG,13,64.0,19.0
1,1,False,True,True,False,True,False,test_images,DSC_0026.JPG,12,57.2,20.0
1,1,False,True,True,False,True,False,test_images,DSC_0040.JPG,24,62.6,16.0
1,1,False,True,True,False,True,False,test_images,DSC_0041.JPG,8,53.8,23.0
1,1,False,True,True,False,True,False,test_images,DSC_0049.JPG,0,nan,17.0
1,1,False,True,True,False,True,False,test_images,DSC_0056.JPG,10,43.2,21.0
1,1,False,True,True,False,True,False,test_images,DSC_0061.JPG,12,50.1,23.0
1,1,False,True,True,False,True,False,test_images,DSC_0068.JPG,6,77.2,16.0
1,1,False,True,True,False,True,False,test_images,IMG_2438.jpg,16,70.6,13.0
1,1,True,True,True,False,True,False,test_images,DSC_0017.JPG,9,59.7,17.0
1,1,True,True,True,False,True,False,test_images,DSC_0018.JPG,20,48.9,19.0
1,1,True,True,True,False,True,False,test_images,DSC_0026.JPG,27,53.4,17.0
1,1,True,True,True,False,True,False,test_images,DSC_0040.JPG,16,66.5,16.0
1,1,True,True,True,False,True,False,test_images,DSC_0041.JPG,5,43.6,20.0
1,1,True,True,True,False,True,False,test_images,DSC_0049.JPG,0,nan,17.0
1,1,True,True,True,False,True,False,test_images,DSC_0056.JPG,9,52.7,21.0
1,1,True,True,True,False,True,False,test_images,DSC_0061.JPG,9,46.9,26.0
1,1,True,True,True,False,True,False,test_images,DSC_0068.JPG,6,74.8,16.0
1,1,True,True,True,False,True,False,test_images,IMG_2438.jpg,14,75.8,15.0
1,1,False,False,False,True,True,False,test_images,DSC_0017.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0018.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0026.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0040.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0041.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0049.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0056.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0061.JPG,,,
1,1,False,False,False,True,True,False,test_images,DSC_0068.JPG,,,
1,1,False,False,False,True,True,False,test_images,IMG_2438.jpg,,,
1,1,True,False,False,True,True,False,test_images,DSC_0017.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0018.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0026.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0040.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0041.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0049.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0056.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0061.JPG,,,
1,1,True,False,False,True,True,False,test_images,DSC_0068.JPG,,,
1,1,True,False,False,True,True,False,test_images,IMG_2438.jpg,,,
1,1,False,True,False,True,True,False,test_images,DSC_0017.JPG,8,48.2,8.0
1,1,False,True,False,True,True,False,test_images,DSC_0018.JPG,15,67.9,8.0
1,1,False,True,False,True,True,False,test_images,DSC_0026.JPG,7,57.2,9.0
1,1,False,True,False,True,True,False,test_images,DSC_0040.JPG,24,60.4,7.0
1,1,False,True,False,True,True,False,test_images,DSC_0041.JPG,23,51.1,61.0
1,1,False,True,False,True,True,False,test_images,DSC_0049.JPG,0,nan,12.0
1,1,False,True,False,True,True,False,test_images,DSC_0056.JPG,9,52.2,7.0
1,1,False,True,False,True,True,False,test_images,DSC_0061.JPG,24,36.8,11.0
1,1,False,True,False,True,True,False,test_images,DSC_0068.JPG,8,41.2,9.0
1,1,False,True,False,True,True,False,test_images,IMG_2438.jpg,14,61.0,5.0
1,1,True,True,False,True,True,False,test_images,DSC_0017.JPG,6,73.8,11.0
1,1,True,True,False,True,True,False,test_images,DSC_0018.JPG,9,64.4,8.0
1,1,True,True,False,True,True,False,test_images,DSC_0026.JPG,12,51.2,10.0
1,1,True,True,False,True,True,False,test_images,DSC_0040.JPG,11,67.2,7.0
1,1,True,True,False,True,True,False,test_images,DSC_0041.JPG,6,39.3,6.0
1,1,True,True,False,True,True,False,test_images,DSC_0049.JPG,0,nan,14.0
1,1,True,True,False,True,True,False,test_images,DSC_0056.JPG,11,39.6,7.0
1,1,True,True,False,True,True,False,test_images,DSC_0061.JPG,15,41.0,12.0
1,1,True,True,False,True,True,False,test_images,DSC_0068.JPG,3,43.0,11.0
1,1,True,True,False,True,True,False,test_images,IMG_2438.jpg,20,75.2,5.0
1,1,False,False,True,True,True,False,test_images,DSC_0017.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0018.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0026.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0040.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0041.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0049.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0056.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0061.JPG,,,
1,1,False,False,True,True,True,False,test_images,DSC_0068.JPG,,,
1,1,False,False,True,True,True,False,test_images,IMG_2438.jpg,,,
1,1,True,False,True,True,True,False,test_images,DSC_0017.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0018.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0026.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0040.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0041.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0049.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0056.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0061.JPG,,,
1,1,True,False,True,True,True,False,test_images,DSC_0068.JPG,,,
1,1,True,False,True,True,True,False,test_images,IMG_2438.jpg,,,
1,1,False,True,True,True,True,False,test_images,DSC_0017.JPG,13,53.5,6.0
1,1,False,True,True,True,True,False,test_images,DSC_0018.JPG,14,68.2,12.0
1,1,False,True,True,True,True,False,test_images,DSC_0026.JPG,11,45.4,11.0
1,1,False,True,True,True,True,False,test_images,DSC_0040.JPG,20,51.6,7.0
1,1,False,True,True,True,True,False,test_images,DSC_0041.JPG,5,36.0,6.0
1,1,False,True,True,True,True,False,test_images,DSC_0049.JPG,0,nan,6.0
1,1,False,True,True,True,True,False,test_images,DSC_0056.JPG,11,45.9,8.0
1,1,False,True,True,True,True,False,test_images,DSC_0061.JPG,15,52.6,9.0
1,1,False,True,True,True,True,False,test_images,DSC_0068.JPG,6,68.4,6.0
1,1,False,True,True,True,True,False,test_images,IMG_2438.jpg,14,72.4,5.0
1,1,True,True,True,True,True,False,test_images,DSC_0017.JPG,7,54.4,6.0
1,1,True,True,True,True,True,False,test_images,DSC_0018.JPG,14,65.6,8.0
1,1,True,True,True,True,True,False,test_images,DSC_0026.JPG,16,49.6,9.0
1,1,True,True,True,True,True,False,test_images,DSC_0040.JPG,22,49.9,7.0
1,1,True,True,True,True,True,False,test_images,DSC_0041.JPG,5,34.3,6.0
1,1,True,True,True,True,True,False,test_images,DSC_0049.JPG,0,nan,7.0
1,1,True,True,True,True,True,False,test_images,DSC_0056.JPG,7,44.7,7.0
1,1,True,True,True,True,True,False,test_images,DSC_0061.JPG,14,58.1,9.0
1,1,True,True,True,True,True,False,test_images,DSC_0068.JPG,7,65.8,6.0
1,1,True,True,True,True,True,False,test_images,IMG_2438.jpg,17,68.1,5.0
1,1,False,False,False,False,False,True,test_images,DSC_0017.JPG,10,60.9,12.0
1,1,False,False,False,False,False,True,test_images,DSC_0018.JPG,12,64.1,13.0
1,1,False,False,False,False,False,True,test_images,DSC_0026.JPG,3,64.0,11.0
1,1,False,False,False,False,False,True,test_images,DSC_0040.JPG,24,62.0,12.0
1,1,False,False,False,False,False,True,test_images,DSC_0041.JPG,15,34.2,11.0
1,1,False,False,False,False,False,True,test_images,DSC_0049.JPG,0,nan,12.0
1,1,False,False,False,False,False,True,test_images,DSC_0056.JPG,10,44.1,12.0
1,1,False,False,False,False,False,True,test_images,DSC_0061.JPG,6,67.8,18.0
1,1,False,False,False,False,False,True,test_images,DSC_0068.JPG,5,70.5,12.0
1,1,False,False,False,False,False,True,test_images,IMG_2438.jpg,8,74.6,8.0
1,1,True,False,False,False,False,True,test_images,DSC_0017.JPG,10,62.6,12.0
1,1,True,False,False,False,False,True,test_images,DSC_0018.JPG,12,65.5,13.0
1,1,True,False,False,False,False,True,test_images,DSC_0026.JPG,3,65.6,11.0
1,1,True,False,False,False,False,True,test_images,DSC_0040.JPG,24,60.4,12.0
1,1,True,False,False,False,False,True,test_images,DSC_0041.JPG,15,34.7,11.0
1,1,True,False,False,False,False,True,test_images,DSC_0049.JPG,0,nan,13.0
1,1,True,False,False,False,False,True,test_images,DSC_0056.JPG,10,43.5,11.0
1,1,True,False,False,False,False,True,test_images,DSC_0061.JPG,6,67.2,17.0
1,1,True,False,False,False,False,True,test_images,DSC_0068.JPG,5,75.3,12.0
1,1,True,False,False,False,False,True,test_images,IMG_2438.jpg,8,73.8,8.0
1,1,False,True,False,False,False,True,test_images,DSC_0017.JPG,8,83.0,6.0
1,1,False,True,False,False,False,True,test_images,DSC_0018.JPG,22,52.7,9.0
1,1,False,True,False,False,False,True,test_images,DSC_0026.JPG,12,53.8,9.0
1,1,False,True,False,False,False,True,test_images,DSC_0040.JPG,15,57.3,8.0
1,1,False,True,False,False,False,True,test_images,DSC_0041.JPG,4,32.1,9.0
1,1,False,True,False,False,False,True,test_images,DSC_0049.JPG,0,nan,8.0
1,1,False,True,False,False,False,True,test_images,DSC_0056.JPG,15,40.5,10.0
1,1,False,True,False,False,False,True,test_images,DSC_0061.JPG,4,45.0,11.0
1,1,False,True,False,False,False,True,test_images,DSC_0068.JPG,6,84.6,6.0
1,1,False,True,False,False,False,True,test_images,IMG_2438.jpg,13,74.6,5.0
1,1,True,True,False,False,False,True,test_images,DSC_0017.JPG,8,84.2,6.0
